id_appuntamento,id_cliente,id_servizio,data,ora,stato,prezzo_pagato,metodo_pagamento
889,45,3,2025-05-13,17:45:00,Completato,12.0,Contanti
890,6,2,2025-05-13,18:45:00,No-show,0.0,
891,46,5,2025-05-13,18:45:00,Completato,10.8,Contanti
892,155,7,2025-05-13,19:00:00,Completato,35.0,Carta
893,98,3,2025-05-14,10:45:00,Cancellato,0.0,
894,23,1,2025-05-14,12:30:00,Completato,18.0,Contanti
895,134,3,2025-05-15,09:45:00,Completato,12.0,Carta
896,111,1,2025-05-15,10:15:00,Completato,14.4,Contanti
897,123,1,2025-05-15,12:00:00,Completato,18.0,Carta
898,7,8,2025-05-15,16:30:00,Completato,22.0,Satispay
899,106,1,2025-05-15,17:00:00,Completato,18.0,Contanti
900,122,1,2025-05-15,17:15:00,Completato,18.0,Contanti
901,152,1,2025-05-15,19:15:00,Completato,18.0,Carta
902,105,1,2025-05-16,09:00:00,Completato,18.0,Contanti
903,4,1,2025-05-16,10:00:00,Completato,18.0,Contanti
904,125,1,2025-05-16,10:00:00,Completato,16.2,Contanti
905,133,1,2025-05-16,10:00:00,Cancellato,0.0,
906,145,3,2025-05-16,11:45:00,No-show,0.0,
907,34,8,2025-05-16,18:30:00,Completato,22.0,Carta
908,22,2,2025-05-17,11:00:00,Completato,26.0,Contanti
909,135,1,2025-05-17,11:45:00,Completato,18.0,Satispay
910,154,2,2025-05-17,11:45:00,Completato,26.0,Contanti
911,115,1,2025-05-17,16:00:00,Completato,18.0,Carta
912,117,1,2025-05-17,18:30:00,Completato,18.0,Contanti
913,62,6,2025-05-17,19:30:00,Completato,9.0,Contanti
914,100,7,2025-05-20,10:30:00,Completato,35.0,Contanti
915,88,2,2025-05-20,11:15:00,Completato,26.0,Contanti
916,50,3,2025-05-20,17:45:00,Cancellato,0.0,
917,156,2,2025-05-21,11:00:00,Completato,26.0,Carta
918,159,2,2025-05-22,11:00:00,Completato,26.0,Satispay
919,151,1,2025-05-22,12:00:00,Completato,18.0,Contanti
920,138,4,2025-05-22,15:15:00,Completato,15.0,Contanti
921,101,2,2025-05-22,16:15:00,Completato,26.0,Carta
922,129,1,2025-05-22,18:00:00,Completato,18.0,Contanti
923,48,1,2025-05-22,19:30:00,Completato,14.4,Satispay
924,69,1,2025-05-23,10:30:00,Completato,18.0,Carta
925,148,1,2025-05-23,11:30:00,Completato,18.0,Carta
926,19,3,2025-05-23,11:45:00,Completato,12.0,Contanti
927,25,3,2025-05-23,16:00:00,Completato,12.0,Contanti
928,32,3,2025-05-23,17:15:00,No-show,0.0,
929,121,2,2025-05-24,09:30:00,Completato,26.0,Carta
930,26,2,2025-05-24,09:45:00,Completato,26.0,Contanti
931,119,1,2025-05-24,10:45:00,Completato,18.0,Satispay
932,27,1,2025-05-24,11:00:00,Completato,18.0,Carta
933,71,2,2025-05-24,11:30:00,Completato,26.0,Contanti
934,54,2,2025-05-24,12:45:00,Completato,26.0,Contanti
935,58,5,2025-05-24,16:00:00,Completato,12.0,Contanti
936,24,8,2025-05-24,16:15:00,Completato,22.0,Satispay
937,66,1,2025-05-24,16:15:00,Completato,14.4,Carta
938,137,2,2025-05-24,16:15:00,Completato,26.0,Contanti
939,97,1,2025-05-24,17:45:00,Completato,18.0,Carta
940,143,3,2025-05-24,17:45:00,Completato,12.0,Satispay
941,91,2,2025-05-24,18:45:00,Completato,26.0,Contanti
942,141,8,2025-05-24,19:30:00,Completato,22.0,Contanti
943,130,7,2025-05-27,10:30:00,Completato,35.0,Contanti
944,146,2,2025-05-27,15:45:00,Completato,26.0,Carta
945,103,5,2025-05-27,17:15:00,Completato,12.0,Carta
946,82,3,2025-05-27,18:45:00,Completato,12.0,Contanti
947,125,1,2025-05-28,11:45:00,Completato,18.0,Carta
948,84,1,2025-05-28,15:15:00,Completato,18.0,Satispay
949,36,1,2025-05-28,16:45:00,Completato,18.0,Carta
950,99,1,2025-05-28,17:00:00,Completato,18.0,Contanti
951,147,1,2025-05-28,18:15:00,Completato,18.0,Satispay
952,56,6,2025-05-29,11:00:00,Completato,10.0,Contanti
953,64,1,2025-05-30,15:45:00,Completato,18.0,Contanti
954,28,5,2025-05-30,17:30:00,Completato,12.0,Contanti
955,12,1,2025-05-30,19:15:00,Completato,18.0,Carta
956,9,2,2025-05-31,09:00:00,Completato,26.0,Contanti
957,89,1,2025-05-31,12:00:00,Completato,18.0,Contanti
958,157,8,2025-05-31,12:00:00,Completato,22.0,Satispay
959,128,3,2025-05-31,15:15:00,Completato,12.0,Contanti
960,108,1,2025-05-31,15:30:00,Completato,18.0,Contanti
961,133,1,2025-05-31,16:15:00,Completato,18.0,Contanti
962,34,8,2025-05-31,17:15:00,Completato,22.0,Satispay
963,42,6,2025-05-31,17:15:00,Completato,10.0,Carta
964,112,2,2025-05-31,18:30:00,Completato,26.0,Carta
965,104,2,2025-05-31,19:00:00,Completato,20.8,Contanti
966,144,5,2025-06-03,09:00:00,Completato,12.0,Contanti
967,155,1,2025-06-03,09:45:00,Completato,18.0,Contanti
968,136,4,2025-06-03,10:30:00,Completato,12.0,Carta
969,134,3,2025-06-03,10:45:00,Completato,12.0,Contanti
970,22,2,2025-06-03,15:15:00,Completato,26.0,Contanti
971,37,6,2025-06-04,18:00:00,Completato,10.0,Contanti
972,13,2,2025-06-04,18:15:00,Completato,26.0,Carta
973,5,1,2025-06-05,10:00:00,Completato,18.0,Contanti
974,49,2,2025-06-05,12:00:00,Completato,26.0,Satispay
975,139,1,2025-06-05,15:30:00,Completato,14.4,Contanti
976,86,2,2025-06-05,16:45:00,Completato,26.0,Satispay
977,169,2,2025-06-05,18:00:00,No-show,0.0,
978,145,2,2025-06-06,09:00:00,Completato,26.0,Carta
979,102,5,2025-06-06,09:30:00,Completato,12.0,Contanti
980,167,5,2025-06-06,10:15:00,Completato,12.0,Contanti
981,156,1,2025-06-06,10:45:00,Completato,18.0,Satispay
982,106,1,2025-06-06,15:15:00,Completato,18.0,Contanti
983,18,5,2025-06-06,17:00:00,Cancellato,0.0,
984,149,1,2025-06-06,17:15:00,Completato,18.0,Contanti
985,115,1,2025-06-07,10:45:00,Completato,18.0,Carta
986,122,1,2025-06-07,11:15:00,Completato,16.2,Satispay
987,6,2,2025-06-07,12:15:00,Completato,26.0,Carta
988,45,2,2025-06-07,17:00:00,Completato,26.0,Carta
989,57,2,2025-06-07,17:00:00,Completato,23.4,Contanti
990,3,5,2025-06-07,17:15:00,Completato,12.0,Carta
991,73,2,2025-06-07,18:45:00,Completato,26.0,Contanti
992,26,2,2025-06-07,19:45:00,Completato,26.0,Contanti
993,50,3,2025-06-10,16:15:00,Completato,12.0,Contanti
994,66,1,2025-06-12,12:00:00,Completato,18.0,Carta
995,94,2,2025-06-12,15:00:00,Completato,26.0,Carta
996,8,1,2025-06-12,15:15:00,Completato,18.0,Carta
997,40,1,2025-06-12,15:15:00,Completato,18.0,Satispay
998,101,2,2025-06-12,16:45:00,Completato,26.0,Carta
999,32,5,2025-06-12,17:15:00,Completato,12.0,Satispay
1000,76,2,2025-06-12,18:15:00,Completato,26.0,Contanti
1001,72,1,2025-06-12,18:30:00,Cancellato,0.0,
1002,135,1,2025-06-12,19:00:00,Completato,18.0,Carta
1003,109,1,2025-06-13,09:00:00,Completato,16.2,Carta
1004,140,5,2025-06-13,11:00:00,Completato,12.0,Contanti
1005,27,1,2025-06-13,12:00:00,No-show,0.0,
1006,163,1,2025-06-13,12:45:00,Completato,18.0,Contanti
1007,100,2,2025-06-13,15:15:00,Completato,26.0,Carta
1008,116,3,2025-06-13,16:00:00,Completato,10.8,Contanti
1009,68,2,2025-06-13,17:00:00,Completato,26.0,Contanti
1010,168,1,2025-06-13,18:15:00,Completato,18.0,Satispay
1011,74,2,2025-06-14,09:15:00,Completato,26.0,Satispay
1012,105,1,2025-06-14,10:30:00,Completato,18.0,Carta
1013,15,2,2025-06-14,10:45:00,Completato,26.0,Carta
1014,19,1,2025-06-14,11:30:00,Completato,18.0,Contanti
1015,159,2,2025-06-14,15:00:00,Completato,26.0,Contanti
1016,48,1,2025-06-14,16:00:00,Completato,18.0,Carta
1017,150,2,2025-06-14,16:00:00,Completato,26.0,Contanti
1018,126,1,2025-06-14,16:15:00,Completato,18.0,Carta
1019,62,1,2025-06-14,17:00:00,Completato,18.0,Carta
1020,33,1,2025-06-14,19:15:00,Completato,18.0,Contanti
1021,123,4,2025-06-14,19:30:00,Completato,15.0,Carta
1022,125,1,2025-06-17,15:30:00,Completato,18.0,Contanti
1023,165,2,2025-06-17,15:45:00,Completato,26.0,Carta
1024,124,1,2025-06-17,17:00:00,Completato,18.0,Contanti
1025,36,1,2025-06-17,19:30:00,Completato,18.0,Satispay
1026,23,1,2025-06-18,09:00:00,Completato,18.0,Carta
1027,142,6,2025-06-18,12:00:00,Completato,8.0,Contanti
1028,133,1,2025-06-18,17:00:00,Completato,18.0,Contanti
1029,4,2,2025-06-18,17:15:00,Completato,26.0,Contanti
1030,158,1,2025-06-18,17:15:00,No-show,0.0,
1031,7,8,2025-06-18,18:00:00,Completato,22.0,Contanti
1032,153,3,2025-06-18,18:00:00,Completato,12.0,Carta
1033,160,3,2025-06-18,18:00:00,Completato,12.0,Contanti
1034,99,1,2025-06-18,19:15:00,Completato,18.0,Contanti
1035,152,1,2025-06-19,10:00:00,Completato,18.0,Carta
1036,30,2,2025-06-19,12:00:00,Completato,26.0,Contanti
1037,113,2,2025-06-19,15:00:00,Completato,20.8,Contanti
1038,69,1,2025-06-19,15:30:00,Completato,18.0,Contanti
1039,44,3,2025-06-19,18:45:00,Completato,12.0,Carta
1040,79,2,2025-06-19,19:15:00,Completato,26.0,Satispay
1041,97,1,2025-06-20,09:30:00,Completato,18.0,Contanti
1042,129,7,2025-06-20,09:45:00,No-show,0.0,
1043,89,1,2025-06-20,11:45:00,Completato,18.0,Satispay
1044,134,3,2025-06-20,11:45:00,Completato,10.8,Contanti
1045,164,7,2025-06-20,12:45:00,Completato,35.0,Contanti
1046,96,1,2025-06-20,16:00:00,Completato,18.0,Contanti
1047,107,2,2025-06-20,17:00:00,Completato,26.0,Contanti
1048,34,8,2025-06-20,18:15:00,Completato,22.0,Contanti
1049,166,2,2025-06-20,18:45:00,Completato,26.0,Carta
1050,162,2,2025-06-20,19:45:00,Completato,26.0,Contanti
1051,130,1,2025-06-21,10:30:00,Completato,18.0,Carta
1052,51,6,2025-06-21,15:15:00,Completato,10.0,Satispay
1053,117,1,2025-06-21,16:30:00,Completato,18.0,Carta
1054,53,1,2025-06-21,17:00:00,Completato,18.0,Contanti
1055,64,8,2025-06-21,17:45:00,Completato,22.0,Contanti
1056,72,1,2025-06-24,10:30:00,Completato,18.0,Satispay
1057,22,6,2025-06-24,11:15:00,Cancellato,0.0,
1058,122,1,2025-06-24,17:15:00,Completato,18.0,Contanti
1059,41,1,2025-06-24,19:00:00,Completato,18.0,Carta
1060,42,6,2025-06-24,19:15:00,Completato,10.0,Contanti
1061,154,2,2025-06-24,19:45:00,Cancellato,0.0,
1062,119,3,2025-06-25,11:00:00,Completato,12.0,Contanti
1063,27,1,2025-06-26,10:30:00,Completato,14.4,Contanti
1064,121,2,2025-06-26,18:15:00,Completato,26.0,Carta
1065,156,1,2025-06-26,19:15:00,Completato,18.0,Carta
1066,139,1,2025-06-27,10:00:00,Completato,18.0,Carta
1067,170,2,2025-06-27,10:45:00,Completato,26.0,Contanti
1068,47,2,2025-06-27,11:15:00,Completato,26.0,Contanti
1069,12,1,2025-06-27,16:45:00,Completato,18.0,Carta
1070,137,2,2025-06-27,17:15:00,Completato,26.0,Carta
1071,9,2,2025-06-27,17:30:00,Completato,26.0,Contanti
1072,111,5,2025-06-27,18:45:00,Completato,12.0,Satispay
1073,84,1,2025-06-28,12:30:00,Completato,18.0,Carta
1074,151,1,2025-06-28,12:45:00,Completato,18.0,Contanti
1075,40,1,2025-06-28,16:45:00,Completato,18.0,Carta
1076,161,3,2025-06-28,17:00:00,Completato,9.6,Contanti
1077,108,1,2025-06-28,18:15:00,Completato,18.0,Contanti
1078,102,5,2025-06-28,18:45:00,Completato,12.0,Contanti
1079,50,3,2025-07-01,10:15:00,Completato,12.0,Carta
1080,69,2,2025-07-01,11:45:00,Completato,26.0,Contanti
1081,86,2,2025-07-01,12:00:00,Completato,26.0,Carta
1082,18,5,2025-07-01,15:00:00,Completato,12.0,Contanti
1083,78,1,2025-07-01,15:15:00,Completato,18.0,Carta
1084,20,7,2025-07-02,10:15:00,Completato,35.0,Carta
1085,112,2,2025-07-02,11:30:00,No-show,0.0,
1086,98,3,2025-07-02,12:00:00,Completato,12.0,Contanti
1087,140,5,2025-07-02,15:00:00,Completato,12.0,Carta
1088,26,2,2025-07-02,17:00:00,No-show,0.0,
1089,133,3,2025-07-02,17:00:00,Completato,12.0,Satispay
1090,101,2,2025-07-02,17:30:00,Completato,26.0,Carta
1091,58,5,2025-07-03,11:45:00,Completato,12.0,Carta
1092,135,1,2025-07-03,12:00:00,Completato,18.0,Contanti
1093,45,2,2025-07-03,15:15:00,Completato,26.0,Contanti
1094,136,4,2025-07-03,16:45:00,Completato,15.0,Carta
1095,155,1,2025-07-03,17:30:00,Completato,18.0,Carta
1096,128,1,2025-07-03,19:00:00,Completato,18.0,Contanti
1097,178,3,2025-07-03,19:45:00,Completato,12.0,Contanti
1098,82,1,2025-07-04,09:00:00,Completato,18.0,Carta
1099,172,1,2025-07-04,09:45:00,Completato,18.0,Carta
1100,123,1,2025-07-04,11:15:00,Completato,18.0,Satispay
1101,25,1,2025-07-04,16:00:00,Completato,18.0,Satispay
1102,7,2,2025-07-04,16:30:00,Completato,26.0,Satispay
1103,91,1,2025-07-04,18:00:00,Completato,18.0,Satispay
1104,125,1,2025-07-04,18:00:00,No-show,0.0,
1105,115,1,2025-07-04,19:15:00,Completato,18.0,Contanti
1106,167,2,2025-07-04,19:15:00,Completato,26.0,Carta
1107,157,2,2025-07-04,19:30:00,Completato,26.0,Contanti
1108,81,5,2025-07-04,19:45:00,Completato,12.0,Carta
1109,122,1,2025-07-05,10:00:00,Completato,18.0,Carta
1110,165,2,2025-07-05,10:30:00,Cancellato,0.0,
1111,138,4,2025-07-05,12:45:00,Completato,15.0,Carta
1112,36,1,2025-07-05,16:00:00,Completato,18.0,Contanti
1113,65,1,2025-07-05,16:00:00,Completato,18.0,Carta
1114,73,2,2025-07-05,16:00:00,Completato,26.0,Contanti
1115,19,1,2025-07-05,16:45:00,Completato,18.0,Contanti
1116,37,6,2025-07-05,17:30:00,Completato,10.0,Contanti
1117,145,2,2025-07-05,18:15:00,Completato,23.4,Contanti
1118,23,1,2025-07-08,16:45:00,Completato,18.0,Carta
1119,168,1,2025-07-08,18:15:00,Completato,18.0,Contanti
1120,143,8,2025-07-09,16:30:00,Completato,22.0,Carta
1121,6,5,2025-07-09,17:15:00,Completato,12.0,Carta
1122,152,3,2025-07-09,17:45:00,Completato,10.8,Contanti
1123,147,1,2025-07-09,18:15:00,Completato,18.0,Contanti
1124,59,3,2025-07-09,18:30:00,Completato,12.0,Carta
1125,141,8,2025-07-09,18:30:00,Completato,22.0,Contanti
1126,148,1,2025-07-10,10:30:00,Completato,18.0,Carta
1127,3,5,2025-07-10,11:45:00,Completato,12.0,Carta
1128,30,3,2025-07-10,12:15:00,Completato,12.0,Contanti
1129,76,1,2025-07-10,15:30:00,Completato,18.0,Carta
1130,176,1,2025-07-10,19:00:00,Completato,18.0,Contanti
1131,4,1,2025-07-10,19:15:00,Completato,18.0,Contanti
1132,50,3,2025-07-11,09:00:00,Completato,12.0,Contanti
1133,104,3,2025-07-11,09:30:00,Completato,12.0,Contanti
1134,32,5,2025-07-11,11:15:00,Completato,12.0,Satispay
1135,66,1,2025-07-11,11:45:00,Completato,18.0,Carta
1136,13,3,2025-07-11,12:00:00,Completato,12.0,Contanti
1137,99,1,2025-07-11,12:00:00,Completato,18.0,Carta
1138,11,5,2025-07-11,17:15:00,Completato,12.0,Carta
1139,57,2,2025-07-11,17:15:00,Cancellato,0.0,
1140,140,5,2025-07-11,17:30:00,Completato,12.0,Contanti
1141,163,1,2025-07-12,10:00:00,Completato,18.0,Carta
1142,109,1,2025-07-12,10:30:00,Completato,18.0,Satispay
1143,126,1,2025-07-12,11:45:00,Completato,18.0,Contanti
1144,28,1,2025-07-12,15:30:00,Completato,18.0,Satispay
1145,88,2,2025-07-12,18:15:00,Completato,26.0,Carta
1146,89,1,2025-07-12,18:45:00,Completato,18.0,Satispay
1147,71,2,2025-07-12,19:30:00,Completato,20.8,Contanti
1148,34,3,2025-07-15,09:45:00,Completato,12.0,Carta
1149,169,2,2025-07-15,11:00:00,Completato,26.0,Contanti
1150,173,3,2025-07-15,15:30:00,Completato,12.0,Satispay
1151,139,1,2025-07-15,17:15:00,Completato,18.0,Contanti
1152,150,1,2025-07-16,10:45:00,Completato,16.2,Carta
1153,135,1,2025-07-16,12:30:00,No-show,0.0,
1154,159,2,2025-07-16,18:45:00,Completato,26.0,Contanti
1155,12,1,2025-07-17,09:00:00,Completato,18.0,Contanti
1156,117,1,2025-07-17,09:00:00,Completato,18.0,Satispay
1157,18,2,2025-07-17,11:00:00,Completato,26.0,Contanti
1158,174,2,2025-07-17,11:30:00,Completato,26.0,Contanti
1159,74,1,2025-07-18,12:45:00,Completato,18.0,Carta
1160,130,1,2025-07-18,16:30:00,Completato,18.0,Contanti
1161,137,2,2025-07-18,17:45:00,Completato,26.0,Contanti
1162,175,8,2025-07-18,18:45:00,Completato,22.0,Contanti
1163,119,3,2025-07-19,10:30:00,Completato,12.0,Satispay
1164,7,8,2025-07-19,12:45:00,Completato,22.0,Contanti
1165,103,1,2025-07-19,15:00:00,Completato,18.0,Carta
1166,144,5,2025-07-19,17:00:00,Completato,12.0,Carta
1167,101,2,2025-07-19,18:15:00,Completato,26.0,Carta
1168,123,1,2025-07-19,18:15:00,Completato,18.0,Carta
1169,134,3,2025-07-19,18:30:00,Completato,9.6,Contanti
1170,153,3,2025-07-19,18:30:00,Completato,12.0,Carta
1171,171,4,2025-07-19,19:30:00,Completato,15.0,Contanti
1172,62,6,2025-07-22,11:45:00,Completato,10.0,Carta
1173,45,2,2025-07-23,10:45:00,Completato,26.0,Satispay
1174,27,2,2025-07-23,11:15:00,Cancellato,0.0,
1175,40,3,2025-07-23,16:30:00,Completato,12.0,Contanti
1176,164,2,2025-07-23,16:30:00,Completato,23.4,Carta
1177,112,1,2025-07-23,19:45:00,Completato,18.0,Contanti
1178,48,1,2025-07-24,11:00:00,Completato,18.0,Carta
1179,100,7,2025-07-24,11:30:00,Completato,35.0,Contanti
1180,116,3,2025-07-24,12:30:00,Completato,12.0,Carta
1181,121,2,2025-07-24,18:45:00,Completato,26.0,Contanti
1182,133,1,2025-07-24,19:00:00,Completato,18.0,Carta
1183,125,2,2025-07-25,11:30:00,Cancellato,0.0,
1184,69,1,2025-07-25,16:30:00,Completato,16.2,Contanti
1185,19,1,2025-07-25,18:15:00,Completato,16.2,Contanti
1186,32,5,2025-07-25,18:30:00,Completato,12.0,Satispay
1187,177,2,2025-07-25,19:00:00,Completato,26.0,Carta
1188,8,1,2025-07-26,10:15:00,Completato,18.0,Contanti
1189,84,1,2025-07-26,10:15:00,Completato,14.4,Carta
1190,178,5,2025-07-26,10:45:00,Completato,12.0,Contanti
1191,146,6,2025-07-26,12:15:00,Completato,10.0,Carta
1192,149,1,2025-07-26,15:00:00,Completato,18.0,Satispay
1193,156,1,2025-07-26,15:15:00,Completato,18.0,Contanti
1194,136,4,2025-07-26,16:30:00,Completato,15.0,Carta
1195,9,2,2025-07-26,17:30:00,Completato,26.0,Contanti
1196,15,2,2025-07-26,17:30:00,Completato,26.0,Contanti
1197,56,6,2025-07-26,18:30:00,Completato,10.0,Carta
1198,26,2,2025-07-29,10:00:00,Completato,23.4,Satispay
1199,72,1,2025-07-29,10:45:00,Cancellato,0.0,
1200,22,2,2025-07-29,11:45:00,Completato,26.0,Carta
1201,47,2,2025-07-29,17:15:00,Completato,26.0,Contanti
1202,152,1,2025-07-29,18:45:00,Completato,18.0,Contanti
1203,53,2,2025-07-30,11:00:00,Completato,26.0,Contanti
1204,73,3,2025-07-30,11:15:00,Completato,12.0,Carta
1205,159,2,2025-07-30,12:00:00,Completato,26.0,Contanti
1206,57,2,2025-07-30,15:30:00,Completato,26.0,Contanti
1207,161,3,2025-07-30,15:30:00,Completato,12.0,Carta
1208,76,4,2025-07-30,16:00:00,Completato,15.0,Contanti
1209,37,7,2025-07-30,17:15:00,Completato,35.0,Contanti
1210,82,1,2025-07-30,17:30:00,Completato,18.0,Contanti
1211,36,1,2025-07-30,18:15:00,Completato,16.2,Contanti
1212,105,1,2025-07-31,09:30:00,Completato,18.0,Contanti
1213,179,3,2025-07-31,09:45:00,Completato,12.0,Contanti
1214,142,8,2025-07-31,11:15:00,Completato,22.0,Contanti
1215,5,1,2025-07-31,12:45:00,Completato,18.0,Contanti
1216,13,2,2025-07-31,12:45:00,Completato,26.0,Carta
1217,50,2,2025-07-31,17:45:00,Completato,26.0,Carta
1218,89,1,2025-07-31,19:00:00,Completato,18.0,Carta
1219,79,1,2025-08-01,09:45:00,Completato,18.0,Satispay
1220,94,2,2025-08-01,15:45:00,Completato,26.0,Contanti
1221,170,2,2025-08-01,17:45:00,Completato,26.0,Satispay
1222,4,1,2025-08-01,18:00:00,Completato,18.0,Carta
1223,99,1,2025-08-01,19:15:00,Completato,16.2,Contanti
1224,113,2,2025-08-02,15:30:00,Completato,26.0,Satispay
1225,68,1,2025-08-02,19:30:00,Completato,18.0,Contanti
1226,101,2,2025-08-05,12:45:00,No-show,0.0,
1227,96,1,2025-08-06,11:15:00,Completato,18.0,Carta
1228,154,2,2025-08-06,19:15:00,Cancellato,0.0,
1229,175,1,2025-08-07,10:30:00,Completato,18.0,Contanti
1230,151,1,2025-08-07,10:45:00,Completato,18.0,Carta
1231,147,1,2025-08-07,12:15:00,Completato,18.0,Contanti
1232,66,1,2025-08-07,17:45:00,Completato,18.0,Carta
1233,128,4,2025-08-07,18:45:00,Completato,15.0,Satispay
1234,180,1,2025-08-07,19:15:00,Cancellato,0.0,
1235,157,8,2025-08-08,11:45:00,Completato,22.0,Contanti
1236,138,4,2025-08-08,12:00:00,Completato,15.0,Contanti
1237,126,1,2025-08-08,15:45:00,Completato,18.0,Carta
1238,97,1,2025-08-08,17:30:00,Completato,18.0,Contanti
1239,160,1,2025-08-09,09:30:00,Completato,18.0,Contanti
1240,20,7,2025-08-09,10:30:00,Completato,35.0,Carta
1241,117,1,2025-08-09,10:30:00,Completato,18.0,Contanti
1242,143,3,2025-08-09,10:45:00,Completato,9.6,Contanti
1243,139,4,2025-08-09,11:30:00,Cancellato,0.0,
1244,166,4,2025-08-09,12:00:00,Completato,13.5,Satispay
1245,40,1,2025-08-09,12:15:00,Completato,18.0,Contanti
1246,86,2,2025-08-09,12:30:00,Completato,26.0,Carta
1247,115,1,2025-08-09,12:30:00,Completato,18.0,Satispay
1248,153,3,2025-08-09,16:30:00,Completato,12.0,Satispay
1249,181,1,2025-08-09,17:15:00,Completato,16.2,Carta
1250,134,3,2025-08-09,18:00:00,Completato,12.0,Satispay
1251,140,1,2025-08-09,18:00:00,Completato,18.0,Contanti
1252,145,2,2025-08-09,19:30:00,Completato,26.0,Carta
1253,168,1,2025-08-09,19:30:00,Completato,18.0,Contanti
1254,84,1,2025-08-12,11:15:00,Completato,18.0,Contanti
1255,42,1,2025-08-12,19:45:00,Completato,18.0,Carta
1256,172,1,2025-08-13,10:15:00,No-show,0.0,
1257,3,5,2025-08-13,18:45:00,Completato,12.0,Contanti
1258,81,5,2025-08-13,19:15:00,Completato,12.0,Carta
1259,162,2,2025-08-13,19:45:00,Completato,26.0,Contanti
1260,156,1,2025-08-14,09:30:00,Completato,18.0,Carta
1261,137,2,2025-08-14,09:45:00,Completato,26.0,Contanti
1262,7,5,2025-08-14,11:30:00,Completato,12.0,Carta
1263,45,2,2025-08-14,12:00:00,Completato,26.0,Contanti
1264,51,6,2025-08-14,17:15:00,Completato,10.0,Contanti
1265,12,1,2025-08-14,17:30:00,Completato,18.0,Contanti
1266,173,1,2025-08-15,11:15:00,Completato,18.0,Contanti
1267,4,1,2025-08-15,11:30:00,Cancellato,0.0,
1268,176,1,2025-08-15,12:00:00,Completato,18.0,Contanti
1269,18,5,2025-08-15,12:30:00,Completato,12.0,Contanti
1270,150,1,2025-08-15,12:30:00,Completato,18.0,Carta
1271,177,2,2025-08-15,15:30:00,Completato,26.0,Contanti
1272,148,1,2025-08-15,17:15:00,Completato,18.0,Contanti
1273,108,3,2025-08-15,17:45:00,Completato,12.0,Carta
1274,23,1,2025-08-15,18:45:00,Cancellato,0.0,
1275,6,1,2025-08-16,10:15:00,Completato,18.0,Carta
1276,144,1,2025-08-16,11:00:00,Completato,18.0,Contanti
1277,27,1,2025-08-16,15:00:00,Completato,18.0,Carta
1278,165,2,2025-08-16,15:15:00,Completato,26.0,Carta
1279,102,5,2025-08-16,16:30:00,Completato,12.0,Contanti
1280,34,1,2025-08-16,17:45:00,Completato,18.0,Carta
1281,28,2,2025-08-16,18:00:00,Completato,26.0,Contanti
1282,65,1,2025-08-16,18:30:00,Completato,18.0,Satispay
1283,109,2,2025-08-19,12:45:00,Completato,26.0,Contanti
1284,98,3,2025-08-20,11:45:00,Completato,12.0,Contanti
1285,141,8,2025-08-20,17:15:00,Completato,22.0,Satispay
1286,25,1,2025-08-20,19:30:00,Completato,18.0,Contanti
1287,182,2,2025-08-21,10:00:00,No-show,0.0,
1288,58,5,2025-08-21,16:15:00,Completato,12.0,Carta
1289,101,2,2025-08-21,16:30:00,Completato,26.0,Carta
1290,103,1,2025-08-21,18:00:00,Completato,18.0,Contanti
1291,158,1,2025-08-21,18:00:00,Completato,18.0,Contanti
1292,121,2,2025-08-21,18:30:00,Completato,26.0,Satispay
1293,123,2,2025-08-22,09:15:00,Completato,23.4,Contanti
1294,184,1,2025-08-22,11:15:00,Completato,18.0,Satispay
1295,71,2,2025-08-22,15:30:00,Completato,26.0,Carta
1296,26,2,2025-08-22,15:45:00,Completato,26.0,Contanti
1297,107,1,2025-08-22,16:00:00,Completato,18.0,Carta
1298,161,3,2025-08-22,16:00:00,Completato,12.0,Carta
1299,62,6,2025-08-22,17:45:00,Completato,9.0,Contanti
1300,32,3,2025-08-22,18:30:00,Completato,12.0,Carta
1301,116,3,2025-08-22,18:30:00,Completato,12.0,Contanti
1302,135,1,2025-08-22,18:30:00,No-show,0.0,
1303,119,3,2025-08-23,10:00:00,Completato,12.0,Carta
1304,159,2,2025-08-23,11:45:00,Completato,26.0,Carta
1305,183,3,2025-08-23,15:45:00,Cancellato,0.0,
1306,22,2,2025-08-23,16:00:00,Completato,26.0,Carta
1307,112,2,2025-08-23,17:00:00,Completato,26.0,Carta
1308,151,4,2025-08-23,17:30:00,Completato,15.0,Carta
1309,78,1,2025-08-23,17:45:00,Completato,18.0,Carta
1310,88,2,2025-08-23,18:30:00,Completato,26.0,Satispay
1311,180,1,2025-08-26,09:45:00,No-show,0.0,
1312,37,6,2025-08-26,10:15:00,Completato,10.0,Carta
1313,57,6,2025-08-26,15:30:00,Completato,10.0,Carta
1314,30,2,2025-08-26,16:30:00,Completato,26.0,Carta
1315,178,5,2025-08-26,17:00:00,Completato,9.6,Contanti
1316,4,1,2025-08-27,09:30:00,Completato,18.0,Satispay
1317,82,1,2025-08-27,11:15:00,Completato,18.0,Satispay
1318,181,1,2025-08-27,15:15:00,Completato,14.4,Contanti
1319,164,2,2025-08-28,11:00:00,Completato,26.0,Contanti
1320,41,1,2025-08-28,12:15:00,Completato,18.0,Contanti
1321,133,2,2025-08-28,17:15:00,Completato,26.0,Carta
